Index,File,Label,Confidence
49,advest group inc_1986_page_60_2.csv,__label__target,1.0000096559524536
50,advest group inc_1986_page_60_3.csv,__label__nontarget,1.0000100135803223
51,aic international inc_1986_page_33_1.csv,__label__nontarget,1.0000015497207642
52,aic international inc_1986_page_33_2.csv,__label__target,1.000001311302185
53,aifs inc_1986_page_48_1.csv,__label__nontarget,1.0000098943710327
54,aifs inc_1986_page_48_2.csv,__label__target,0.9998313784599304
55,aifs inc_1986_page_48_3.csv,__label__nontarget,1.000004529953003
56,aifs inc_1986_page_49_1.csv,__label__nontarget,1.0000100135803223
57,aileen inc_1986_page_48_1.csv,__label__nontarget,1.0000100135803223
58,aileen inc_1986_page_48_2.csv,__label__nontarget,1.0000100135803223
59,aileen inc_1986_page_48_3.csv,__label__nontarget,1.0000100135803223
60,air express international corp_1986_page_36_1.csv,__label__nontarget,1.000009536743164
61,air express international corp_1986_page_37_1.csv,__label__target,0.9997904896736145
62,alabama gas corp_1986_page_127_1.csv,__label__nontarget,1.0000100135803223
63,alabama gas corp_1986_page_127_2.csv,__label__target,0.9998465776443481
64,alamco inc_1986_page_48_1.csv,__label__target,0.8895242214202881
65,alba waldensian inc_1986_page_85_1.csv,__label__nontarget,0.999975323677063
66,alberto culver co_1986_page_61_1.csv,__label__target,1.0000100135803223
67,alberto culver co_1986_page_61_2.csv,__label__nontarget,1.0000100135803223
68,alberto culver co_1986_page_61_3.csv,__label__nontarget,1.0000100135803223
69,alberto culver co_1986_page_61_4.csv,__label__nontarget,0.9703919291496277
70,alberto culver co_1986_page_61_5.csv,__label__nontarget,1.0000100135803223
71,alberto culver co_1986_page_61_6.csv,__label__nontarget,0.9999712705612183
72,albertson s inc_1986_page_96_1.csv,__label__nontarget,0.9999902248382568
73,albertson s inc_1986_page_96_2.csv,__label__target,1.0000100135803223
74,alcan aluminium ltd_1986_page_74_1.csv,__label__nontarget,0.5708542466163635
75,alcan aluminium ltd_1986_page_74_2.csv,__label__nontarget,0.7182275056838989
76,alcan aluminium ltd_1986_page_74_3.csv,__label__nontarget,0.9999003410339355
77,alco standard corp_1986_page_44_1.csv,__label__nontarget,1.0000098943710327
78,alco standard corp_1986_page_44_2.csv,__label__target,0.9997950196266174
79,alco standard corp_1986_page_44_3.csv,__label__nontarget,1.0000100135803223
80,allen group inc_1986_page_125_1.csv,__label__nontarget,0.999910831451416
81,allen group inc_1986_page_125_2.csv,__label__nontarget,1.0000100135803223
82,allen group inc_1986_page_125_3.csv,__label__target,1.0000098943710327
83,allen group inc_1986_page_126_1.csv,__label__nontarget,0.9999791383743286
84,allied products corp_1986_page_29_1.csv,__label__target,0.9979814887046814
85,allied stores corp_1986_page_53_1.csv,__label__nontarget,0.9999744892120361
86,allied stores corp_1986_page_53_2.csv,__label__nontarget,0.9981139898300171
87,allied stores corp_1986_page_53_3.csv,__label__nontarget,1.0000073909759521
88,allied stores corp_1986_page_53_4.csv,__label__nontarget,1.0000100135803223
89,allied stores corp_1986_page_53_5.csv,__label__nontarget,1.000009298324585
90,allied stores corp_1986_page_53_6.csv,__label__target,0.9728074073791504
91,alltel corp_1986_page_77_1.csv,__label__nontarget,0.9999796152114868
92,alltel corp_1986_page_77_2.csv,__label__nontarget,0.9991762638092041
93,alltel corp_1986_page_77_3.csv,__label__target,1.0000090599060059
94,alltel corp_1986_page_77_4.csv,__label__nontarget,0.9972130060195923
95,ambrit inc_1986_page_62_1.csv,__label__target,0.9999496936798096
96,ambrit inc_1986_page_62_2.csv,__label__nontarget,1.0000100135803223
97,amc entertainment inc_1986_page_43_1.csv,__label__target,1.0000061988830566
98,amc entertainment inc_1986_page_43_2.csv,__label__nontarget,0.9990639090538025
99,amerada hess corp_1986_page_62_1.csv,__label__nontarget,0.986741840839386
100,amerada hess corp_1986_page_62_2.csv,__label__target,0.9999849796295166
101,american biltrite inc_1986_page_41_1.csv,__label__nontarget,1.0000097751617432
102,american building maintenance indus inc_1986_page_64_1.csv,__label__target,1.0000100135803223
103,american building maintenance indus inc_1986_page_64_2.csv,__label__nontarget,0.9997062683105469
104,american cablesystems corp_1986_page_46_1.csv,__label__nontarget,1.0000097751617432
105,american capital management & res inc_1986_page_159_1.csv,__label__nontarget,1.000007152557373
106,american capital management & res inc_1986_page_159_2.csv,__label__nontarget,1.0000100135803223
107,american fructose corp_1986_page_181_1.csv,__label__nontarget,0.9566609263420105
108,american fructose corp_1986_page_181_2.csv,__label__nontarget,1.0000100135803223
109,american fructose corp_1986_page_181_3.csv,__label__target,1.0000097751617432
110,american healthcare management inc_1986_page_36_1.csv,__label__target,1.0000100135803223
111,american healthcare management inc_1986_page_36_2.csv,__label__nontarget,0.9999858140945435
112,american heritage life investment corp_1986_page_48_1.csv,__label__target,0.8716278672218323
113,american heritage life investment corp_1986_page_48_2.csv,__label__target,1.0000089406967163
114,american heritage life investment corp_1986_page_48_3.csv,__label__nontarget,1.0000100135803223
115,american heritage life investment corp_1986_page_48_4.csv,__label__nontarget,1.0000100135803223
116,american heritage life investment corp_1986_page_49_1.csv,__label__nontarget,0.9999880790710449
117,american hoist & derrick co_1986_page_43_1.csv,__label__nontarget,1.0000098943710327
118,american home products corp_1986_page_97_1.csv,__label__nontarget,1.0000100135803223
119,american information technologies corp_1986_page_122_1.csv,__label__target,0.9991233944892883
120,american information technologies corp_1986_page_122_2.csv,__label__nontarget,1.0000100135803223
121,american information technologies corp_1986_page_122_3.csv,__label__nontarget,1.0000100135803223
122,american international group inc_1986_page_35_1.csv,__label__nontarget,1.0000100135803223
123,american international group inc_1986_page_35_2.csv,__label__nontarget,0.9998769760131836
124,american medical buildings inc_1986_page_42_1.csv,__label__nontarget,0.9998800754547119
125,american medical buildings inc_1986_page_43_1.csv,__label__nontarget,1.0000100135803223
126,american medical international inc_1986_page_73_1.csv,__label__target,1.0000041723251343
127,american medical international inc_1986_page_73_2.csv,__label__nontarget,0.9996177554130554
128,american oil & gas corp_1986_page_38_1.csv,__label__target,0.9921829700469971
129,american oil & gas corp_1986_page_38_2.csv,__label__nontarget,1.0000100135803223
130,american president companies ltd_1986_page_28_1.csv,__label__target,0.9832214117050171
131,american realty trust_1986_page_23_1.csv,__label__target,0.9999828338623047
132,american ship building co_1986_page_32_1.csv,__label__target,0.9134737849235535
133,american technical ceramics corp_1986_page_39_1.csv,__label__nontarget,1.0000100135803223
134,american technical ceramics corp_1986_page_39_2.csv,__label__target,1.0000100135803223
135,americare health corp_1986_page_36_1.csv,__label__nontarget,0.9907658696174622
136,americare health corp_1986_page_36_2.csv,__label__target,0.999817430973053
137,ameron inc_1986_page_82_1.csv,__label__target,0.9999525547027588
138,ameron inc_1986_page_82_2.csv,__label__target,0.7021973133087158
139,ameron inc_1986_page_82_3.csv,__label__nontarget,1.0000100135803223
140,ameron inc_1986_page_82_4.csv,__label__nontarget,1.0000100135803223
141,ametek inc_1986_page_65_1.csv,__label__nontarget,1.0000100135803223
142,ametek inc_1986_page_65_2.csv,__label__target,1.0000020265579224
143,ametek inc_1986_page_65_3.csv,__label__nontarget,1.0000100135803223
144,amoco corp_1986_page_66_1.csv,__label__nontarget,1.0000100135803223
145,amoco corp_1986_page_66_2.csv,__label__nontarget,1.0000100135803223
146,amoco corp_1986_page_66_3.csv,__label__target,0.8559389114379883
147,amoco corp_1986_page_66_4.csv,__label__nontarget,0.999209463596344
148,amoco corp_1986_page_66_5.csv,__label__nontarget,1.0000098943710327
149,amp inc_1986_page_47_1.csv,__label__nontarget,1.0000027418136597
150,amp inc_1986_page_47_2.csv,__label__target,1.0000067949295044
151,amp inc_1986_page_47_3.csv,__label__nontarget,1.0000098943710327
152,ampal american israel corp_1986_page_105_1.csv,__label__target,1.0000039339065552
153,ampco pittsburgh corp_1986_page_68_1.csv,__label__target,1.0000066757202148
154,ampco pittsburgh corp_1986_page_68_2.csv,__label__nontarget,1.0000100135803223
155,amrep corp_1986_page_33_1.csv,__label__target,1.0000039339065552
156,amrep corp_1986_page_33_2.csv,__label__nontarget,1.0000100135803223
157,amrep corp_1986_page_33_3.csv,__label__nontarget,0.9742555618286133
158,amsouth bancorporation_1986_page_38_1.csv,__label__nontarget,0.7013256549835205
159,amsouth bancorporation_1986_page_38_2.csv,__label__nontarget,1.0000098943710327
160,amsouth bancorporation_1986_page_38_3.csv,__label__nontarget,1.000009536743164
161,amsouth bancorporation_1986_page_38_4.csv,__label__nontarget,1.000009536743164
162,anacomp inc_1986_page_43_1.csv,__label__target,0.9966017007827759
163,anacomp inc_1986_page_43_2.csv,__label__nontarget,1.0000015497207642
164,anacomp inc_1986_page_43_3.csv,__label__nontarget,0.9997965693473816
165,analog devices inc_1986_page_132_1.csv,__label__nontarget,1.0000100135803223
166,analog devices inc_1986_page_132_2.csv,__label__target,1.0000028610229492
167,analog devices inc_1986_page_132_3.csv,__label__nontarget,0.9996999502182007
168,anchor glass container corp_1986_page_77_1.csv,__label__nontarget,0.9996848106384277
169,anchor hocking corp_1986_page_107_1.csv,__label__target,0.9982267022132874
170,anchor hocking corp_1986_page_107_2.csv,__label__nontarget,0.9999922513961792
171,anchor hocking corp_1986_page_107_3.csv,__label__nontarget,1.0000100135803223
172,anchor hocking corp_1986_page_107_4.csv,__label__nontarget,0.9999972581863403
173,anderson jacobson inc_1986_page_27_1.csv,__label__nontarget,0.9789600372314453
174,anderson jacobson inc_1986_page_27_2.csv,__label__nontarget,0.9999641180038452
175,anderson jacobson inc_1986_page_27_3.csv,__label__target,0.9999985694885254
176,angeles finance partners_1986_page_18_1.csv,__label__nontarget,0.9998596906661987
177,angeles finance partners_1986_page_18_2.csv,__label__nontarget,1.0000100135803223
178,anglo energy inc_1986_page_55_1.csv,__label__nontarget,0.9198431968688965
179,anheuser busch cos inc_1986_page_100_1.csv,__label__nontarget,0.9855868220329285
180,anheuser busch cos inc_1986_page_100_2.csv,__label__target,1.0000100135803223
181,anixter bros inc_1986_page_25_1.csv,__label__nontarget,1.0000100135803223
182,anixter bros inc_1986_page_25_2.csv,__label__target,0.9998418092727661
183,anixter bros inc_1986_page_25_3.csv,__label__nontarget,1.0000100135803223
184,anixter bros inc_1986_page_25_4.csv,__label__nontarget,1.0000100135803223
185,anr pipeline co_1986_page_39_1.csv,__label__nontarget,1.0000100135803223
186,anr pipeline co_1986_page_39_2.csv,__label__nontarget,0.9996856451034546
187,anr pipeline co_1986_page_39_3.csv,__label__target,1.000009536743164
188,aoi coal co_1986_page_28_1.csv,__label__nontarget,0.9927161335945129
189,aoi coal co_1986_page_28_2.csv,__label__target,1.0000100135803223
190,apl corp_1986_page_34_1.csv,__label__target,0.9998584985733032
191,applied magnetics corp_1986_page_142_1.csv,__label__target,0.9963261485099792
192,archer daniels midland co_1986_page_85_1.csv,__label__target,1.0000085830688477
193,archer daniels midland co_1986_page_85_2.csv,__label__nontarget,0.7833854556083679
194,archer daniels midland co_1986_page_85_3.csv,__label__nontarget,1.0000100135803223
195,aristech chemical corp_1986_page_34_1.csv,__label__nontarget,1.0000100135803223
196,aristech chemical corp_1986_page_34_2.csv,__label__nontarget,1.0000100135803223
197,aristech chemical corp_1986_page_34_3.csv,__label__nontarget,1.0000100135803223
198,aristech chemical corp_1986_page_34_4.csv,__label__target,0.9654921293258667
199,ark restaurants corp_1986_page_57_1.csv,__label__target,0.750820517539978
200,ark restaurants corp_1986_page_57_2.csv,__label__nontarget,0.9998348355293274
201,armatron international inc_1986_page_152_1.csv,__label__target,1.0000098943710327
202,armatron international inc_1986_page_152_2.csv,__label__nontarget,0.9915808439254761
203,armel inc_1986_page_39_1.csv,__label__nontarget,1.0000100135803223
204,armel inc_1986_page_39_2.csv,__label__target,1.0000077486038208
205,armstrong rubber co_1986_page_48_1.csv,__label__nontarget,1.0000098943710327
206,arrow automotive industries inc_1986_page_33_1.csv,__label__target,1.0000100135803223
207,arrow automotive industries inc_1986_page_33_2.csv,__label__nontarget,0.9602287411689758
208,arrow electronics inc_1986_page_123_1.csv,__label__target,1.0000100135803223
209,artra group inc_1986_page_39_1.csv,__label__target,0.9990453720092773
210,artra group inc_1986_page_39_2.csv,__label__nontarget,0.9791227579116821
211,artra group inc_1986_page_39_3.csv,__label__nontarget,1.0000100135803223
212,artra group inc_1986_page_39_4.csv,__label__nontarget,0.9995633959770203
213,arx inc_1986_page_48_1.csv,__label__nontarget,1.0000094175338745
214,arx inc_1986_page_48_2.csv,__label__nontarget,0.9981909990310669
215,arx inc_1986_page_48_3.csv,__label__target,0.9997969269752502
216,ashland oil inc_1986_page_104_1.csv,__label__nontarget,1.0000083446502686
217,ashland oil inc_1986_page_104_2.csv,__label__target,0.997542142868042
218,astrex inc_1986_page_24_1.csv,__label__nontarget,0.9987219572067261
219,astrex inc_1986_page_24_2.csv,__label__target,1.0000097751617432
220,astrotech international corp_1986_page_31_1.csv,__label__nontarget,1.0000098943710327
221,atalanta sosnoff capital corp_1986_page_75_1.csv,__label__target,1.0000094175338745
222,atalanta sosnoff capital corp_1986_page_75_2.csv,__label__target,1.0000001192092896
223,atari corp_1986_page_22_1.csv,__label__nontarget,1.0000100135803223
224,atari corp_1986_page_22_2.csv,__label__nontarget,1.0000091791152954
225,athlone industries inc_1986_page_51_1.csv,__label__target,1.0000061988830566
226,athlone industries inc_1986_page_51_2.csv,__label__nontarget,1.0000029802322388
227,athlone industries inc_1986_page_51_3.csv,__label__nontarget,1.0000100135803223
228,atlas corp_1986_page_54_1.csv,__label__nontarget,1.000000238418579
229,atlas corp_1986_page_54_2.csv,__label__target,0.9998716115951538
230,audio video affiliates inc_1986_page_31_1.csv,__label__target,1.0000011920928955
231,audio video affiliates inc_1986_page_31_2.csv,__label__nontarget,0.9683175683021545
232,automatic data processing inc_1986_page_82_1.csv,__label__target,0.9999241828918457
233,automatic data processing inc_1986_page_82_2.csv,__label__nontarget,1.0000100135803223
234,automatic data processing inc_1986_page_82_3.csv,__label__nontarget,1.0000100135803223
235,avalon corp_1986_page_68_1.csv,__label__target,0.995765209197998
236,avemco corp_1986_page_28_1.csv,__label__nontarget,0.9998559951782227
237,avemco corp_1986_page_28_2.csv,__label__target,1.0000097751617432
238,avnet inc_1986_page_33_1.csv,__label__target,1.0000100135803223
239,avnet inc_1986_page_33_2.csv,__label__nontarget,1.0000100135803223
240,avx corp_1986_page_56_1.csv,__label__target,0.9999253749847412
241,avx corp_1986_page_56_2.csv,__label__nontarget,0.9991687536239624
242,avx corp_1986_page_56_3.csv,__label__nontarget,0.9999178647994995
243,aydin corp_1986_page_48_1.csv,__label__target,0.999823272228241
244,aydin corp_1986_page_48_2.csv,__label__nontarget,1.0000100135803223
245,aydin corp_1986_page_48_3.csv,__label__nontarget,0.9883651733398438
246,b f saul real estate investment trust_1986_page_30_1.csv,__label__target,0.9983065724372864
247,badger meter inc_1986_page_92_1.csv,__label__target,0.9999597072601318
248,badger meter inc_1986_page_92_2.csv,__label__nontarget,1.0000100135803223
249,badger meter inc_1986_page_93_1.csv,__label__nontarget,0.9994145631790161
250,badger meter inc_1986_page_93_2.csv,__label__nontarget,1.0000100135803223
251,baker international corp_1986_page_26_1.csv,__label__target,0.7572353482246399
252,baker international corp_1986_page_26_2.csv,__label__nontarget,1.0000097751617432
253,baker international corp_1986_page_26_3.csv,__label__nontarget,1.0000098943710327
254,bally manufacturing corp_1986_page_40_1.csv,__label__nontarget,0.99994957447052
255,bally manufacturing corp_1986_page_40_2.csv,__label__target,1.0000016689300537
256,bally manufacturing corp_1986_page_40_3.csv,__label__nontarget,1.0000100135803223
257,baltimore gas & electric co_1986_page_29_1.csv,__label__nontarget,0.9222409725189209
258,banctexas group inc_1986_page_76_1.csv,__label__nontarget,1.0000100135803223
259,bandag inc_1986_page_90_1.csv,__label__nontarget,0.9999213218688965
260,bandag inc_1986_page_90_2.csv,__label__nontarget,1.0000100135803223
261,banister continental ltd_1986_page_51_1.csv,__label__target,0.9995954632759094
262,bank building & equip corp of america_1986_page_18_1.csv,__label__target,1.0000098943710327
263,bank building & equip corp of america_1986_page_18_2.csv,__label__nontarget,0.9997524619102478
264,bankamerica corp_1986_page_116_1.csv,__label__nontarget,1.0000100135803223
265,bankamerica corp_1986_page_116_2.csv,__label__target,1.000004529953003
266,bankamerica corp_1986_page_116_3.csv,__label__nontarget,1.0000100135803223
267,bankamerica realty investors_1986_page_53_1.csv,__label__nontarget,1.0000100135803223
268,bankamerica realty investors_1986_page_53_2.csv,__label__nontarget,0.9993916749954224
269,bankamerica realty investors_1986_page_53_3.csv,__label__nontarget,0.9997116923332214
270,bankers trust new york corp_1986_page_48_1.csv,__label__nontarget,1.0000056028366089
271,bankers trust new york corp_1986_page_48_2.csv,__label__nontarget,0.6082242131233215
272,bankers trust new york corp_1986_page_48_3.csv,__label__nontarget,1.000008463859558
273,bankers trust new york corp_1986_page_48_4.csv,__label__nontarget,1.0000100135803223
274,banner industries inc_1986_page_68_1.csv,__label__nontarget,0.9999325275421143
275,banner industries inc_1986_page_68_2.csv,__label__nontarget,0.7799596786499023
276,banner industries inc_1986_page_68_3.csv,__label__nontarget,1.0000097751617432
277,banner industries inc_1986_page_68_4.csv,__label__nontarget,1.0000100135803223
278,banner industries inc_1986_page_68_5.csv,__label__nontarget,1.0000100135803223
279,barco of california_1986_page_35_1.csv,__label__nontarget,0.9840433597564697
280,barco of california_1986_page_35_2.csv,__label__target,0.9997497200965881
281,barnett banks of florida inc_1986_page_95_1.csv,__label__target,1.0000100135803223
282,barnett banks of florida inc_1986_page_95_2.csv,__label__nontarget,1.0000098943710327
283,barnwell industries inc_1986_page_44_1.csv,__label__nontarget,1.0000100135803223
284,barnwell industries inc_1986_page_44_2.csv,__label__nontarget,1.0000100135803223
285,barnwell industries inc_1986_page_44_3.csv,__label__target,1.0000098943710327
286,barnwell industries inc_1986_page_45_1.csv,__label__nontarget,1.0000100135803223
287,barnwell industries inc_1986_page_45_2.csv,__label__nontarget,1.0000100135803223
288,baruch foster corp_1986_page_38_1.csv,__label__target,0.9967829585075378
289,baruch foster corp_1986_page_38_2.csv,__label__nontarget,1.0000066757202148
290,basix corp_1986_page_32_1.csv,__label__nontarget,0.9998087286949158
291,bausch & lomb inc_1986_page_110_1.csv,__label__nontarget,1.0000100135803223
292,bausch & lomb inc_1986_page_110_2.csv,__label__target,1.0000100135803223
293,bay financial corp_1986_page_28_1.csv,__label__target,1.0000088214874268
294,bay financial corp_1986_page_28_2.csv,__label__nontarget,1.0000100135803223
295,beard co_1986_page_50_1.csv,__label__target,1.0000100135803223
296,beard co_1986_page_51_1.csv,__label__nontarget,0.9906962513923645
297,bearings inc_1986_page_49_1.csv,__label__nontarget,0.9997628331184387
298,bearings inc_1986_page_49_2.csv,__label__nontarget,1.0000100135803223
299,becor western inc_1986_page_104_1.csv,__label__nontarget,0.9993708729743958
300,becor western inc_1986_page_104_2.csv,__label__target,1.0000090599060059
301,belding heminway co inc_1986_page_49_1.csv,__label__nontarget,1.000009536743164
302,belding heminway co inc_1986_page_49_2.csv,__label__target,1.0000079870224
303,belding heminway co inc_1986_page_49_3.csv,__label__nontarget,1.0000100135803223
304,belding heminway co inc_1986_page_49_4.csv,__label__nontarget,1.0000100135803223
305,belding heminway co inc_1986_page_49_5.csv,__label__nontarget,1.0000100135803223
306,bell industries_1986_page_40_1.csv,__label__target,1.0000067949295044
307,bell industries_1986_page_40_2.csv,__label__nontarget,1.0000100135803223
308,bell industries_1986_page_40_3.csv,__label__nontarget,1.0000100135803223
309,bemis co inc_1986_page_56_1.csv,__label__nontarget,1.0000100135803223
310,bemis co inc_1986_page_56_2.csv,__label__nontarget,1.000009298324585
311,bergen brunswig corp_1986_page_52_1.csv,__label__target,0.9997937083244324
312,bergen brunswig corp_1986_page_52_2.csv,__label__nontarget,1.0000100135803223
313,bergen brunswig corp_1986_page_52_3.csv,__label__nontarget,0.9999098777770996
314,berkey inc_1986_page_37_1.csv,__label__target,0.9997147917747498
315,bernard chaus inc_1986_page_39_1.csv,__label__target,1.000005841255188
316,best products co inc_1986_page_83_1.csv,__label__target,0.9999945163726807
317,best products co inc_1986_page_83_2.csv,__label__nontarget,0.9975926876068115
318,best products co inc_1986_page_83_3.csv,__label__nontarget,1.0000100135803223
319,best products co inc_1986_page_83_4.csv,__label__nontarget,1.0000100135803223
320,bethlehem steel corp_1986_page_132_1.csv,__label__nontarget,0.9642288088798523
321,bethlehem steel corp_1986_page_132_2.csv,__label__nontarget,0.9891970753669739
322,bethlehem steel corp_1986_page_132_3.csv,__label__nontarget,1.0000100135803223
323,beverly investment properties inc_1986_page_39_1.csv,__label__nontarget,0.9968789219856262
324,bic corp_1986_page_22_1.csv,__label__nontarget,0.9472724795341492
325,bic corp_1986_page_22_2.csv,__label__target,1.0000097751617432
326,binks manufacturing co_1986_page_26_1.csv,__label__nontarget,1.0000078678131104
327,biocraft laboratories inc_1986_page_61_1.csv,__label__target,1.0000100135803223
328,biocraft laboratories inc_1986_page_61_2.csv,__label__nontarget,1.0000100135803223
329,black hills corp_1986_page_101_1.csv,__label__nontarget,1.0000100135803223
330,black hills corp_1986_page_101_2.csv,__label__nontarget,0.9994850754737854
331,black hills corp_1986_page_101_3.csv,__label__nontarget,1.0000100135803223
332,black hills corp_1986_page_101_4.csv,__label__nontarget,1.0000100135803223
333,black hills corp_1986_page_102_1.csv,__label__nontarget,1.0000097751617432
334,black hills corp_1986_page_102_2.csv,__label__nontarget,1.0000067949295044
335,black hills corp_1986_page_102_3.csv,__label__target,1.0000098943710327
336,black hills corp_1986_page_102_4.csv,__label__nontarget,0.9997208714485168
337,black hills corp_1986_page_44_1.csv,__label__nontarget,1.0000100135803223
338,black hills corp_1986_page_44_2.csv,__label__nontarget,1.0000100135803223
339,black hills corp_1986_page_44_3.csv,__label__nontarget,0.9991648197174072
340,black hills corp_1986_page_44_4.csv,__label__nontarget,1.0000100135803223
341,black hills corp_1986_page_45_1.csv,__label__nontarget,1.0000098943710327
342,black hills corp_1986_page_45_2.csv,__label__nontarget,1.0000090599060059
343,black hills corp_1986_page_45_3.csv,__label__target,1.0000098943710327
344,black hills corp_1986_page_45_4.csv,__label__nontarget,0.9998074173927307
345,blount inc_1986_page_62_1.csv,__label__target,0.9932867884635925
346,blount inc_1986_page_62_2.csv,__label__nontarget,1.0000072717666626
347,bmc industries inc_1986_page_77_1.csv,__label__target,0.9953075051307678
348,bmc industries inc_1986_page_77_2.csv,__label__target,0.955454409122467
349,boeing co_1986_page_27_1.csv,__label__nontarget,0.9960018992424011
350,bolar pharmaceutical co inc_1986_page_38_1.csv,__label__target,1.000009536743164
351,bolar pharmaceutical co inc_1986_page_38_2.csv,__label__nontarget,1.0000100135803223
352,booth inc_1986_page_30_1.csv,__label__target,1.0000081062316895
353,booth inc_1986_page_30_2.csv,__label__nontarget,1.000009536743164
354,booth inc_1986_page_30_3.csv,__label__nontarget,1.0000100135803223
355,borman s inc_1986_page_57_1.csv,__label__nontarget,1.0000098943710327
356,borman s inc_1986_page_58_1.csv,__label__nontarget,1.0000100135803223
357,borman s inc_1986_page_58_2.csv,__label__nontarget,1.0000100135803223
358,boston edison co_1986_page_89_1.csv,__label__nontarget,0.9979562163352966
359,boston edison co_1986_page_89_2.csv,__label__target,1.000009536743164
360,bow valley industries ltd_1986_page_145_1.csv,__label__target,0.9999363422393799
361,bow valley industries ltd_1986_page_145_2.csv,__label__nontarget,0.9518354535102844
362,bowater inc_1986_page_69_1.csv,__label__target,1.0000098943710327
363,bowater inc_1986_page_69_2.csv,__label__nontarget,1.0000100135803223
364,bowater inc_1986_page_69_3.csv,__label__nontarget,1.0000100135803223
365,bowl america inc_1986_page_26_1.csv,__label__target,0.9999551773071289
366,bowl america inc_1986_page_27_1.csv,__label__nontarget,1.0000100135803223
367,bowmar instrument corp_1986_page_29_1.csv,__label__nontarget,0.9985419511795044
368,brad ragan inc_1986_page_29_1.csv,__label__nontarget,1.0000100135803223
369,brad ragan inc_1986_page_29_2.csv,__label__target,1.0000100135803223
370,brad ragan inc_1986_page_29_3.csv,__label__nontarget,0.9999492168426514
